instance_name,problem_type,bool_capacity,filepath,num_customers,num_routes,fitness
R2_6_8.txt,VRPTW,True,Sets/Vrp-Set-HG/R2_6_8.txt,600,25,16842.15632251021
R2_6_9.txt,VRPTW,True,Sets/Vrp-Set-HG/R2_6_9.txt,600,43,26499.173870584516
R2_8_1.txt,VRPTW,True,Sets/Vrp-Set-HG/R2_8_1.txt,800,94,59971.358242698414
R2_8_10.txt,VRPTW,True,Sets/Vrp-Set-HG/R2_8_10.txt,800,46,42213.28253965212
R2_8_2.txt,VRPTW,True,Sets/Vrp-Set-HG/R2_8_2.txt,800,84,58878.091495096516
R2_8_3.txt,VRPTW,True,Sets/Vrp-Set-HG/R2_8_3.txt,800,68,46455.47523764937
R2_8_4.txt,VRPTW,True,Sets/Vrp-Set-HG/R2_8_4.txt,800,39,32525.407607793448
R2_8_5.txt,VRPTW,True,Sets/Vrp-Set-HG/R2_8_5.txt,800,70,50056.57421126216
R2_8_6.txt,VRPTW,True,Sets/Vrp-Set-HG/R2_8_6.txt,800,63,47165.5582572725
R2_8_7.txt,VRPTW,True,Sets/Vrp-Set-HG/R2_8_7.txt,800,46,40830.94721684955
R2_8_8.txt,VRPTW,True,Sets/Vrp-Set-HG/R2_8_8.txt,800,30,30599.334430326016
R2_8_9.txt,VRPTW,True,Sets/Vrp-Set-HG/R2_8_9.txt,800,66,49993.95371091103
C1_10_1.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_10_1.txt,1000,166,100434.06383977304
C1_10_10.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_10_10.txt,1000,99,62015.56704011076
C1_10_2.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_10_2.txt,1000,148,88855.04834733147
C1_10_3.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_10_3.txt,1000,131,73643.15857763228
C1_10_4.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_10_4.txt,1000,106,56191.7161568504
C1_10_5.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_10_5.txt,1000,155,95322.58179802715
C1_10_6.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_10_6.txt,1000,152,93928.40235554705
C1_10_7.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_10_7.txt,1000,147,92893.60438236165
C1_10_8.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_10_8.txt,1000,126,78132.42728228765
C1_10_9.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_10_9.txt,1000,110,68979.16123789319
C1_2_1.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_2_1.txt,200,37,6954.0961515594545
C1_2_10.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_2_10.txt,200,23,4686.110821075477
C1_2_2.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_2_2.txt,200,36,7759.0888475913
C1_2_3.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_2_3.txt,200,32,5577.566038408603
C1_2_4.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_2_4.txt,200,28,4992.796104972471
C1_2_5.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_2_5.txt,200,37,7828.551084245513
C1_2_6.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_2_6.txt,200,37,7054.4569693568965
C1_2_7.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_2_7.txt,200,34,7261.4454168770135
C1_2_8.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_2_8.txt,200,30,5922.486103793485
C1_2_9.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_2_9.txt,200,25,5811.2929666723
C1_4_1.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_4_1.txt,400,78,20359.179648547768
C1_4_10.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_4_10.txt,400,46,12574.113177753756
C1_4_2.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_4_2.txt,400,69,18086.146877639883
C1_4_3.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_4_3.txt,400,61,14770.015351660337
C1_4_4.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_4_4.txt,400,50,11877.479043435975
C1_4_5.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_4_5.txt,400,72,18958.640507280677
C1_4_6.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_4_6.txt,400,70,18449.44394520175
C1_4_7.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_4_7.txt,400,70,19316.441188628018
C1_4_8.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_4_8.txt,400,56,15418.222181782594
C1_4_9.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_4_9.txt,400,50,14374.379325912365
C1_6_1.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_6_1.txt,600,112,37509.67917290673
C1_6_10.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_6_10.txt,600,64,22146.36207781465
C1_6_2.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_6_2.txt,600,104,35490.79562037213
C1_6_3.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_6_3.txt,600,94,28254.91407496107
C1_6_4.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_6_4.txt,600,74,21836.32470107835
C1_6_5.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_6_5.txt,600,106,35485.423699624924
C1_6_6.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_6_6.txt,600,101,34852.63125216189
C1_6_7.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_6_7.txt,600,98,34474.72981161777
C1_6_8.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_6_8.txt,600,81,28689.233292951383
C1_6_9.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_6_9.txt,600,71,25609.97883327249
C1_8_1.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_8_1.txt,800,137,62103.718243176474
C1_8_10.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_8_10.txt,800,84,40226.2891001055
C1_8_2.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_8_2.txt,800,119,54930.06422890519
C1_8_3.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_8_3.txt,800,105,44715.06578832364
C1_8_4.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_8_4.txt,800,89,36140.681162994384
C1_8_5.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_8_5.txt,800,128,59644.17658501635
C1_8_6.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_8_6.txt,800,124,57964.17468006015
C1_8_7.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_8_7.txt,800,119,56758.64990015594
C1_8_8.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_8_8.txt,800,102,48428.86775124324
C1_8_9.txt,VRPTW,False,Sets/Vrp-Set-HG/C1_8_9.txt,800,92,46358.155953702626
C2_10_1.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_10_1.txt,1000,109,73568.44971799913
C2_10_10.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_10_10.txt,1000,48,33596.91102678567
C2_10_2.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_10_2.txt,1000,100,60858.97400113126
C2_10_3.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_10_3.txt,1000,93,51416.548721137246
C2_10_4.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_10_4.txt,1000,76,39751.744560678955
C2_10_5.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_10_5.txt,1000,74,49862.50837419036
C2_10_6.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_10_6.txt,1000,63,44122.51623630046
C2_10_7.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_10_7.txt,1000,64,46233.623787983735
C2_10_8.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_10_8.txt,1000,55,39092.66021900042
C2_10_9.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_10_9.txt,1000,58,39564.61994524695
C2_2_1.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_2_1.txt,200,32,6544.6523436058305
C2_2_10.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_2_10.txt,200,12,3710.951155462349
C2_2_2.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_2_2.txt,200,28,5404.031047251495
C2_2_3.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_2_3.txt,200,28,5166.922394236876
C2_2_4.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_2_4.txt,200,22,4019.5500835527896
C2_2_5.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_2_5.txt,200,22,4835.213559114535
C2_2_6.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_2_6.txt,200,18,4644.307445801452
C2_2_7.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_2_7.txt,200,20,4499.87458749745
C2_2_8.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_2_8.txt,200,16,4512.852968793338
C2_2_9.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_2_9.txt,200,17,4389.719078460904
C2_4_1.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_4_1.txt,400,56,13906.80376449481
C2_4_10.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_4_10.txt,400,23,7642.165192038521
C2_4_2.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_4_2.txt,400,50,13589.603268633642
C2_4_3.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_4_3.txt,400,44,10989.661138722751
C2_4_4.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_4_4.txt,400,34,8929.42420925323
C2_4_5.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_4_5.txt,400,36,10491.087236238362
C2_4_6.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_4_6.txt,400,31,9752.269001931907
C2_4_7.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_4_7.txt,400,32,10344.449380984179
C2_4_8.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_4_8.txt,400,28,8867.034505525506
C2_4_9.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_4_9.txt,400,32,9874.700474315585
C2_6_1.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_6_1.txt,600,65,29933.730525740095
C2_6_10.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_6_10.txt,600,32,17405.075856279193
C2_6_2.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_6_2.txt,600,60,25653.498645543266
C2_6_3.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_6_3.txt,600,59,24167.653153597385
C2_6_4.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_6_4.txt,600,48,17824.605180078426
C2_6_5.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_6_5.txt,600,46,22578.86761640845
C2_6_6.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_6_6.txt,600,39,21403.721676838955
C2_6_7.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_6_7.txt,600,39,21147.354698734063
C2_6_8.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_6_8.txt,600,35,18704.377973273116
C2_6_9.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_6_9.txt,600,38,18911.924955368366
C2_8_1.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_8_1.txt,800,86,48573.054340620205
C2_8_10.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_8_10.txt,800,39,26140.160869676653
C2_8_2.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_8_2.txt,800,82,41159.64221827398
C2_8_3.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_8_3.txt,800,81,37381.08816624855
C2_8_4.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_8_4.txt,800,62,27327.646629661984
C2_8_5.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_8_5.txt,800,58,36148.89887949302
C2_8_6.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_8_6.txt,800,52,32759.34561998162
C2_8_7.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_8_7.txt,800,53,35364.87101905225
C2_8_8.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_8_8.txt,800,44,28591.455784168083
C2_8_9.txt,VRPTW,False,Sets/Vrp-Set-HG/C2_8_9.txt,800,48,30595.35818436845
R1_10_1.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_10_1.txt,1000,205,113526.488367998
R1_10_10.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_10_10.txt,1000,122,77979.3548906682
R1_10_2.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_10_2.txt,1000,172,100189.76937211664
R1_10_3.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_10_3.txt,1000,135,78989.73715576428
R1_10_4.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_10_4.txt,1000,83,53572.28719096984
R1_10_5.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_10_5.txt,1000,179,103343.73280631629
R1_10_6.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_10_6.txt,1000,151,92075.20253503401
R1_10_7.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_10_7.txt,1000,125,74649.32674999145
R1_10_8.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_10_8.txt,1000,77,50414.723097838825
R1_10_9.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_10_9.txt,1000,156,90630.458081668
R1_2_1.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_2_1.txt,200,59,9399.451048424111
R1_2_10.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_2_10.txt,200,26,5663.547535949431
R1_2_2.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_2_2.txt,200,52,9070.062116192084
R1_2_3.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_2_3.txt,200,38,6804.474030612292
R1_2_4.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_2_4.txt,200,25,5080.945713762506
R1_2_5.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_2_5.txt,200,50,8347.093542792474
R1_2_6.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_2_6.txt,200,44,7717.241394149976
R1_2_7.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_2_7.txt,200,34,6306.805536458286
R1_2_8.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_2_8.txt,200,24,4838.499572166406
R1_2_9.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_2_9.txt,200,41,7406.543966010527
R1_4_1.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_4_1.txt,400,97,21311.8450535601
R1_4_10.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_4_10.txt,400,45,13158.326742145904
R1_4_2.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_4_2.txt,400,85,19813.07403938399
R1_4_3.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_4_3.txt,400,62,14686.963609674332
R1_4_4.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_4_4.txt,400,43,11421.661942948209
R1_4_5.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_4_5.txt,400,81,19386.75318624246
R1_4_6.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_4_6.txt,400,70,16851.837713775058
R1_4_7.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_4_7.txt,400,57,13736.388232933952
R1_4_8.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_4_8.txt,400,38,10678.244765820771
R1_4_9.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_4_9.txt,400,64,16242.885811242752
R1_6_1.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_6_1.txt,600,132,45756.875560157285
R1_6_10.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_6_10.txt,600,70,27429.6682699097
R1_6_2.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_6_2.txt,600,107,39066.29961078501
R1_6_3.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_6_3.txt,600,85,31736.46155695457
R1_6_4.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_6_4.txt,600,55,21710.789278865446
R1_6_5.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_6_5.txt,600,116,40921.085274669495
R1_6_6.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_6_6.txt,600,100,37235.38149465133
R1_6_7.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_6_7.txt,600,80,30626.352637242875
R1_6_8.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_6_8.txt,600,52,20876.312308988145
R1_6_9.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_6_9.txt,600,93,34486.44650097507
R1_8_1.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_8_1.txt,800,173,79645.23458750563
R1_8_10.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_8_10.txt,800,95,50146.617481074434
R1_8_2.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_8_2.txt,800,144,70919.61179478288
R1_8_3.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_8_3.txt,800,111,56121.26168166149
R1_8_4.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_8_4.txt,800,65,35689.20510504648
R1_8_5.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_8_5.txt,800,151,69949.90226174191
R1_8_6.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_8_6.txt,800,129,65061.94564344771
R1_8_7.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_8_7.txt,800,100,52199.65450904704
R1_8_8.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_8_8.txt,800,64,35553.3489409565
R1_8_9.txt,VRPTW,False,Sets/Vrp-Set-HG/R1_8_9.txt,800,131,63474.34949262827
R2_10_1.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_10_1.txt,1000,127,92952.12379019671
R2_10_10.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_10_10.txt,1000,66,65552.38283664566
R2_10_2.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_10_2.txt,1000,99,82871.80078135835
R2_10_3.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_10_3.txt,1000,77,66318.496304602
R2_10_4.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_10_4.txt,1000,50,45612.700831309136
R2_10_5.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_10_5.txt,1000,95,78980.18721831568
R2_10_6.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_10_6.txt,1000,84,74784.41559895428
R2_10_7.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_10_7.txt,1000,69,60482.66090485716
R2_10_8.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_10_8.txt,1000,42,41268.266581399475
R2_10_9.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_10_9.txt,1000,87,76209.11866353369
R2_2_1.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_2_1.txt,200,27,7151.75509142361
R2_2_10.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_2_10.txt,200,10,4534.977344645367
R2_2_2.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_2_2.txt,200,28,6999.556904731005
R2_2_3.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_2_3.txt,200,20,5446.00082940767
R2_2_4.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_2_4.txt,200,12,3896.3413545055514
R2_2_5.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_2_5.txt,200,18,5761.804621395839
R2_2_6.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_2_6.txt,200,16,5257.748198078111
R2_2_7.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_2_7.txt,200,14,4986.830436759346
R2_2_8.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_2_8.txt,200,9,3547.4977876357393
R2_2_9.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_2_9.txt,200,15,5419.316665658655
R2_4_1.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_4_1.txt,400,52,16616.143002768647
R2_4_10.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_4_10.txt,400,22,11526.946252261021
R2_4_2.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_4_2.txt,400,43,15916.31392521942
R2_4_3.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_4_3.txt,400,36,13494.45645681094
R2_4_4.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_4_4.txt,400,23,9329.399939282757
R2_4_5.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_4_5.txt,400,30,13804.43593557515
R2_4_6.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_4_6.txt,400,30,13868.965094836907
R2_4_7.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_4_7.txt,400,25,11108.283357967557
R2_4_8.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_4_8.txt,400,18,8604.63103043073
R2_4_9.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_4_9.txt,400,32,13139.471924634532
R2_6_1.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_6_1.txt,600,73,34806.82254018209
R2_6_10.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_6_10.txt,600,34,24056.79951042011
R2_6_2.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_6_2.txt,600,65,33108.71860363469
R2_6_3.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_6_3.txt,600,49,26326.29992220744
R2_6_4.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_6_4.txt,600,32,18188.301352392693
R2_6_5.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_6_5.txt,600,55,29833.569659482775
R2_6_6.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_6_6.txt,600,47,29314.46514220215
R2_6_7.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_6_7.txt,600,38,23870.73756165802
R2_6_8.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_6_8.txt,600,27,16672.88202924475
R2_6_9.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_6_9.txt,600,43,26499.173870584516
R2_8_1.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_8_1.txt,800,94,59971.358242698414
R2_8_10.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_8_10.txt,800,46,42213.28253965212
R2_8_2.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_8_2.txt,800,84,58878.091495096516
R2_8_3.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_8_3.txt,800,68,46185.69220638598
R2_8_4.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_8_4.txt,800,39,32134.790446052633
R2_8_5.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_8_5.txt,800,70,50056.57421126216
R2_8_6.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_8_6.txt,800,63,47165.5582572725
R2_8_7.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_8_7.txt,800,46,40581.99192282488
R2_8_8.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_8_8.txt,800,30,29909.014138550716
R2_8_9.txt,VRPTW,False,Sets/Vrp-Set-HG/R2_8_9.txt,800,66,49993.95371091103
C1_10_1.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_10_1.txt,1000,198,118913.00158375161
C1_10_1.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_10_1.txt,1000,198,119104.51437334792
C1_10_10.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_10_10.txt,1000,169,96922.46402321309
C1_10_10.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_10_10.txt,1000,151,91187.6163852381
C1_10_2.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_10_2.txt,1000,184,109659.78661448024
C1_10_2.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_10_2.txt,1000,182,108403.10830785605
C1_10_3.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_10_3.txt,1000,149,81948.05830941418
C1_10_3.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_10_3.txt,1000,144,80722.2898125645
C1_10_4.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_10_4.txt,1000,131,67703.23814742276
C1_10_4.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_10_4.txt,1000,132,70786.74107466881
C1_10_5.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_10_5.txt,1000,194,115785.2810998193
C1_10_5.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_10_5.txt,1000,194,115837.96714150261
C1_10_6.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_10_6.txt,1000,202,120475.15281470589
C1_10_6.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_10_6.txt,1000,202,120539.82647381192
C1_10_7.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_10_7.txt,1000,164,101328.0448503995
C1_10_7.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_10_7.txt,1000,164,101396.27542721828
C1_10_8.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_10_8.txt,1000,148,90593.21486160705
C1_10_8.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_10_8.txt,1000,148,91161.31504602301
C1_10_9.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_10_9.txt,1000,139,83465.23888347586
C1_10_9.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_10_9.txt,1000,141,86821.9714853206
C1_2_1.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_2_1.txt,200,37,6889.943973498897
C1_2_1.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_2_1.txt,200,37,6889.943973498897
C1_2_10.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_2_10.txt,200,23,4444.401487400257
C1_2_10.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_2_10.txt,200,23,4657.536898130016
