instance_name,problem_type,bool_capacity,filepath,num_customers,num_routes,fitness
C1_2_2.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_2_2.txt,200,36,7748.865852698512
C1_2_2.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_2_2.txt,200,36,7748.865852698512
C1_2_3.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_2_3.txt,200,32,5788.284976255662
C1_2_3.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_2_3.txt,200,32,5600.587465576936
C1_2_4.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_2_4.txt,200,28,4878.910480146574
C1_2_4.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_2_4.txt,200,28,4890.008189322655
C1_2_5.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_2_5.txt,200,37,7775.781491445556
C1_2_5.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_2_5.txt,200,37,7732.664039149762
C1_2_6.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_2_6.txt,200,37,7162.401269585736
C1_2_6.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_2_6.txt,200,37,7162.401269585736
C1_2_7.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_2_7.txt,200,34,7384.232155289208
C1_2_7.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_2_7.txt,200,34,7406.180732525461
C1_2_8.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_2_8.txt,200,30,5865.041433288613
C1_2_8.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_2_8.txt,200,30,5880.440955518455
C1_2_9.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_2_9.txt,200,26,5888.96686640124
C1_2_9.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_2_9.txt,200,26,6056.014598418252
C1_4_1.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_4_1.txt,400,78,19830.312100452902
C1_4_1.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_4_1.txt,400,78,19830.312100452902
C1_4_10.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_4_10.txt,400,48,13222.509109999435
C1_4_10.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_4_10.txt,400,47,12678.747424274534
C1_4_2.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_4_2.txt,400,68,17454.379929390307
C1_4_2.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_4_2.txt,400,68,17774.82643443078
C1_4_3.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_4_3.txt,400,61,14289.062575822121
C1_4_3.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_4_3.txt,400,61,14329.09929905893
C1_4_4.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_4_4.txt,400,52,12041.316670694376
C1_4_4.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_4_4.txt,400,50,11795.210730019475
C1_4_5.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_4_5.txt,400,74,19273.489421636474
C1_4_5.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_4_5.txt,400,74,19329.046391482825
C1_4_6.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_4_6.txt,400,70,18145.929566097442
C1_4_6.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_4_6.txt,400,70,18654.426966402512
C1_4_7.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_4_7.txt,400,71,19988.476901630223
C1_4_7.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_4_7.txt,400,71,19988.476901630223
C1_4_8.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_4_8.txt,400,58,15490.200195514966
C1_4_8.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_4_8.txt,400,57,15832.611181422022
C1_4_9.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_4_9.txt,400,50,14236.92234684576
C1_4_9.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_4_9.txt,400,50,14702.032389609094
C1_6_1.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_6_1.txt,600,117,37693.51070292251
C1_6_1.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_6_1.txt,600,115,37961.06388100802
C1_6_10.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_6_10.txt,600,71,22909.82798231719
C1_6_10.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_6_10.txt,600,66,23083.104065849253
C1_6_2.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_6_2.txt,600,109,35763.87150299609
C1_6_2.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_6_2.txt,600,108,35890.34320976385
C1_6_3.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_6_3.txt,600,98,29087.71989177852
C1_6_3.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_6_3.txt,600,97,29439.153731639864
C1_6_4.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_6_4.txt,600,77,22014.16683357763
C1_6_4.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_6_4.txt,600,72,21008.09479676457
C1_6_5.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_6_5.txt,600,113,37251.64936677979
C1_6_5.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_6_5.txt,600,109,36652.43533687791
C1_6_6.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_6_6.txt,600,102,34122.854007139125
C1_6_6.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_6_6.txt,600,105,35269.137776883945
C1_6_7.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_6_7.txt,600,100,34272.319886604135
C1_6_7.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_6_7.txt,600,99,34721.32488710673
C1_6_8.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_6_8.txt,600,86,29164.031977818075
C1_6_8.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_6_8.txt,600,84,29021.294031494286
C1_6_9.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_6_9.txt,600,75,25184.492539663082
C1_6_9.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_6_9.txt,600,72,25552.361991827795
C1_8_1.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_8_1.txt,800,144,64199.15774647233
C1_8_1.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_8_1.txt,800,144,64390.96551481331
C1_8_10.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_8_10.txt,800,88,40215.952544477026
C1_8_10.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_8_10.txt,800,87,41335.31270400329
C1_8_2.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_8_2.txt,800,125,55864.355744119246
C1_8_2.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_8_2.txt,800,124,55979.236181257154
C1_8_3.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_8_3.txt,800,110,45467.86231784795
C1_8_3.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_8_3.txt,800,109,45700.08016292931
C1_8_4.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_8_4.txt,800,101,39062.39558516281
C1_8_4.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_8_4.txt,800,95,37665.029914136234
C1_8_5.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_8_5.txt,800,137,63869.88385141401
C1_8_5.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_8_5.txt,800,137,64009.644387251916
C1_8_6.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_8_6.txt,800,130,59266.77596151467
C1_8_6.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_8_6.txt,800,130,59517.97791332568
C1_8_7.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_8_7.txt,800,125,59871.88312983532
C1_8_7.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_8_7.txt,800,125,60211.429665333504
C1_8_8.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_8_8.txt,800,108,50127.74323272841
C1_8_8.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_8_8.txt,800,106,49788.832107547554
C1_8_9.txt,GVRPTW,True,Sets/Vrp-Set-HG/C1_8_9.txt,800,95,44424.05841432995
C1_8_9.txt,GVRPTW,False,Sets/Vrp-Set-HG/C1_8_9.txt,800,93,45357.25422145643
C2_10_1.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_10_1.txt,1000,120,68668.17914578551
C2_10_1.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_10_1.txt,1000,120,68668.17914578551
C2_10_10.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_10_10.txt,1000,50,32508.401456153984
C2_10_10.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_10_10.txt,1000,50,32508.401456153984
C2_10_2.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_10_2.txt,1000,117,65461.52543236579
C2_10_2.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_10_2.txt,1000,117,65461.52543236579
C2_10_3.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_10_3.txt,1000,98,49943.54667967588
C2_10_3.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_10_3.txt,1000,98,49943.54667967588
C2_10_4.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_10_4.txt,1000,83,41481.1710236199
C2_10_4.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_10_4.txt,1000,83,41481.1710236199
C2_10_5.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_10_5.txt,1000,79,46612.312099028764
C2_10_5.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_10_5.txt,1000,79,46612.312099028764
C2_10_6.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_10_6.txt,1000,73,44401.28084475003
C2_10_6.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_10_6.txt,1000,73,44401.28084475003
C2_10_7.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_10_7.txt,1000,74,44618.172841101776
C2_10_7.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_10_7.txt,1000,74,44618.172841101776
C2_10_8.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_10_8.txt,1000,61,37918.07119989261
C2_10_8.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_10_8.txt,1000,61,37918.07119989261
C2_10_9.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_10_9.txt,1000,62,38602.596254131066
C2_10_9.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_10_9.txt,1000,62,38602.596254131066
C2_2_1.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_2_1.txt,200,32,6923.865545148641
C2_2_1.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_2_1.txt,200,32,6923.865545148641
C2_2_10.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_2_10.txt,200,13,3808.1459777016184
C2_2_10.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_2_10.txt,200,13,3808.1459777016184
C2_2_2.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_2_2.txt,200,29,5875.005720114927
C2_2_2.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_2_2.txt,200,29,5875.005720114927
C2_2_3.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_2_3.txt,200,29,5400.494391557834
C2_2_3.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_2_3.txt,200,29,5400.494391557834
C2_2_4.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_2_4.txt,200,22,4079.8001378448384
C2_2_4.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_2_4.txt,200,22,4079.8001378448384
C2_2_5.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_2_5.txt,200,22,5140.495470091031
C2_2_5.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_2_5.txt,200,22,5140.495470091031
C2_2_6.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_2_6.txt,200,18,4716.926452783351
C2_2_6.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_2_6.txt,200,18,4716.926452783351
C2_2_7.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_2_7.txt,200,20,4477.940224512078
C2_2_7.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_2_7.txt,200,20,4477.940224512078
C2_2_8.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_2_8.txt,200,16,4441.436081607874
C2_2_8.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_2_8.txt,200,16,4441.436081607874
C2_2_9.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_2_9.txt,200,17,4343.555199353326
C2_2_9.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_2_9.txt,200,17,4343.555199353326
C2_4_1.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_4_1.txt,400,53,13988.347108161472
C2_4_1.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_4_1.txt,400,53,13988.347108161472
C2_4_10.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_4_10.txt,400,24,7668.560475671764
C2_4_10.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_4_10.txt,400,24,7668.560475671764
C2_4_2.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_4_2.txt,400,50,13704.692418201392
C2_4_2.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_4_2.txt,400,50,13704.692418201392
C2_4_3.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_4_3.txt,400,42,10832.170237604889
C2_4_3.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_4_3.txt,400,42,10832.170237604889
C2_4_4.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_4_4.txt,400,33,8826.189845944706
C2_4_4.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_4_4.txt,400,33,8826.189845944706
C2_4_5.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_4_5.txt,400,36,10272.212569822488
C2_4_5.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_4_5.txt,400,36,10272.212569822488
C2_4_6.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_4_6.txt,400,32,9386.462005561962
C2_4_6.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_4_6.txt,400,32,9386.462005561962
C2_4_7.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_4_7.txt,400,32,10367.890755271716
C2_4_7.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_4_7.txt,400,32,10367.890755271716
C2_4_8.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_4_8.txt,400,25,8379.3676231586
C2_4_8.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_4_8.txt,400,25,8379.3676231586
C2_4_9.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_4_9.txt,400,32,9716.671977933727
C2_4_9.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_4_9.txt,400,32,9716.671977933727
C2_6_1.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_6_1.txt,600,71,28110.91071943726
C2_6_1.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_6_1.txt,600,71,28110.91071943726
C2_6_10.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_6_10.txt,600,32,15543.405958129717
C2_6_10.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_6_10.txt,600,32,15543.405958129717
C2_6_2.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_6_2.txt,600,60,24631.453092285374
C2_6_2.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_6_2.txt,600,60,24631.453092285374
C2_6_3.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_6_3.txt,600,61,22397.987084390003
C2_6_3.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_6_3.txt,600,61,22397.987084390003
C2_6_4.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_6_4.txt,600,49,17238.80905846303
C2_6_4.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_6_4.txt,600,49,17238.80905846303
C2_6_5.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_6_5.txt,600,46,24403.05626893849
C2_6_5.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_6_5.txt,600,46,24403.05626893849
C2_6_6.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_6_6.txt,600,39,20506.603383700574
C2_6_6.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_6_6.txt,600,39,20506.603383700574
C2_6_7.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_6_7.txt,600,42,21808.94023610053
C2_6_7.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_6_7.txt,600,42,21808.94023610053
C2_6_8.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_6_8.txt,600,37,17715.01862753711
C2_6_8.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_6_8.txt,600,37,17715.01862753711
C2_6_9.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_6_9.txt,600,41,20349.165365744237
C2_6_9.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_6_9.txt,600,41,20349.165365744237
C2_8_1.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_8_1.txt,800,87,41452.00358740904
C2_8_1.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_8_1.txt,800,87,41452.00358740904
C2_8_10.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_8_10.txt,800,44,23872.13908881333
C2_8_10.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_8_10.txt,800,44,23872.13908881333
C2_8_2.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_8_2.txt,800,84,38113.36518630194
C2_8_2.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_8_2.txt,800,84,38113.36518630194
C2_8_3.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_8_3.txt,800,80,33984.892650403155
C2_8_3.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_8_3.txt,800,80,33984.892650403155
C2_8_4.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_8_4.txt,800,62,26069.4903876676
C2_8_4.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_8_4.txt,800,62,26069.4903876676
C2_8_5.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_8_5.txt,800,60,33100.67215302596
C2_8_5.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_8_5.txt,800,60,33100.67215302596
C2_8_6.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_8_6.txt,800,56,30018.507617892537
C2_8_6.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_8_6.txt,800,56,30018.507617892537
C2_8_7.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_8_7.txt,800,54,27280.388485354357
C2_8_7.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_8_7.txt,800,54,27280.388485354357
C2_8_8.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_8_8.txt,800,47,25976.201956133715
C2_8_8.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_8_8.txt,800,47,25976.201956133715
C2_8_9.txt,GVRPTW,True,Sets/Vrp-Set-HG/C2_8_9.txt,800,49,26633.830213362195
C2_8_9.txt,GVRPTW,False,Sets/Vrp-Set-HG/C2_8_9.txt,800,49,26633.830213362195
R1_10_1.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_10_1.txt,1000,270,141307.88618204644
R1_10_1.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_10_1.txt,1000,270,141104.37574080608
R1_10_10.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_10_10.txt,1000,142,88034.98887302025
R1_10_10.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_10_10.txt,1000,133,82008.355287937
R1_10_2.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_10_2.txt,1000,225,122877.42184469174
R1_10_2.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_10_2.txt,1000,224,122003.94451500184
R1_10_3.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_10_3.txt,1000,174,96894.1710487526
R1_10_3.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_10_3.txt,1000,173,95911.84116383719
R1_10_4.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_10_4.txt,1000,115,66003.93084978515
R1_10_4.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_10_4.txt,1000,94,58413.61729722703
R1_10_5.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_10_5.txt,1000,219,121388.77618472405
R1_10_5.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_10_5.txt,1000,219,121532.78977302274
R1_10_6.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_10_6.txt,1000,172,101806.45509229953
R1_10_6.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_10_6.txt,1000,169,100415.18266104462
R1_10_7.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_10_7.txt,1000,146,86336.81750918739
R1_10_7.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_10_7.txt,1000,138,82165.61806201184
R1_10_8.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_10_8.txt,1000,105,62235.00693602527
R1_10_8.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_10_8.txt,1000,83,53300.320929643654
R1_10_9.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_10_9.txt,1000,187,105820.62906281927
R1_10_9.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_10_9.txt,1000,185,105429.20923605078
R1_2_1.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_2_1.txt,200,59,9443.129795716533
R1_2_1.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_2_1.txt,200,59,9443.129795716533
R1_2_10.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_2_10.txt,200,28,5779.44416646257
R1_2_10.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_2_10.txt,200,26,5546.010289826798
R1_2_2.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_2_2.txt,200,54,9087.546272637339
R1_2_2.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_2_2.txt,200,54,9087.546272637339
R1_2_3.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_2_3.txt,200,38,7102.954371270428
R1_2_3.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_2_3.txt,200,38,6852.232137238421
R1_2_4.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_2_4.txt,200,28,5680.152601036247
R1_2_4.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_2_4.txt,200,26,4850.747213670331
R1_2_5.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_2_5.txt,200,51,8322.912282768762
R1_2_5.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_2_5.txt,200,51,8322.912282768762
R1_2_6.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_2_6.txt,200,44,7641.614317050438
R1_2_6.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_2_6.txt,200,44,7631.157886856738
R1_2_7.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_2_7.txt,200,34,6268.518032306108
R1_2_7.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_2_7.txt,200,34,6071.997435606641
R1_2_8.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_2_8.txt,200,26,5543.917336525985
R1_2_8.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_2_8.txt,200,23,4786.471772597667
R1_2_9.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_2_9.txt,200,43,7526.054948404623
R1_2_9.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_2_9.txt,200,43,7526.054948404623
R1_4_1.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_4_1.txt,400,96,21002.517489616646
R1_4_1.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_4_1.txt,400,96,21002.517489616646
R1_4_10.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_4_10.txt,400,53,14286.30340266971
R1_4_10.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_4_10.txt,400,50,13813.961624419006
R1_4_2.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_4_2.txt,400,87,19927.326616574737
R1_4_2.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_4_2.txt,400,85,19442.701189661744
R1_4_3.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_4_3.txt,400,63,15651.116833910082
R1_4_3.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_4_3.txt,400,63,15104.044524798395
R1_4_4.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_4_4.txt,400,49,12276.61547440023
R1_4_4.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_4_4.txt,400,41,10990.604536320825
R1_4_5.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_4_5.txt,400,84,19598.53523371062
R1_4_5.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_4_5.txt,400,85,19419.503688264373
R1_4_6.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_4_6.txt,400,73,17642.554629384733
R1_4_6.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_4_6.txt,400,71,17155.909199971964
R1_4_7.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_4_7.txt,400,65,15318.745931840265
R1_4_7.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_4_7.txt,400,61,14937.395344050332
R1_4_8.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_4_8.txt,400,45,11972.945137252958
R1_4_8.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_4_8.txt,400,40,11201.965082306384
R1_4_9.txt,GVRPTW,True,Sets/Vrp-Set-HG/R1_4_9.txt,400,67,16393.452427410233
R1_4_9.txt,GVRPTW,False,Sets/Vrp-Set-HG/R1_4_9.txt,400,67,16277.416671849192
